POSIÇÃO 	 CÓDIGO 	KVA	LP	SERIAL	FABRICANTE	ANO DE FABRICAÇÃO 	ENRROLAMENTO	INSPEÇÃO 
	397977	112,5	74433	127992	MEGA	mai/07		
	397977	112,5	74507	128066	WEG	mar/98		
	397977	112,5	75028	128587	WEG	mai/98		
	397977	112,5	75145	128704	WEG	mai/98		
	397977	112,5	76059	120994	MEGA	abr/98		
	397974	112,5	76308	120896	MEGA	fev/98		
	397977	112,5	76515	129615	WEG	jun/98		
	397977	112,5	76981	130081	WEG	jun/98		
	397977	112,5	77428	130528	WEG	jul/98		
	397977	112,5	78105	131132	WEG	set/98		
	397976	75	78486	122356	MEGA	mai/98		
	397976	75	79547	123417	MEGA	set/98		
	397976	75	79581	123451	MEGA	set/98		
	397976	75	79779	123649	MEGA	out/98		
	397976	75	80670	132779	MEGA	out/98		
	397976	75	80697	132808	MEGA	out/98		
	397976	75	80927	133036	MEGA	out/98		
	397976	75	80930	133039	MEGA	out/98		
	397976	75	81095	133204	MEGA	out/98		
	397977	112,5	82026	134135	MEGA	nov/98		
	397977	112,5	82463	134572	ROMAGNOLE	fev/10		
	397977	112,5	82489	134598	MEGA	dez/98		
	397977	112,5	82761	134870	MEGA	dez/98		
	397977	112,5	82884	134993	MEGA	dez/98		
	397977	112,5	82904	135013	MEGA	dez/98		
	397976	75	83068	135418	MEGA	jan/99		
	397976	75	83072	135422	MEGA	jan/99		
	397976	75	83648	KA2065A041A	TRAFO	mar/99		
	397977	112,5	84702	KA2069A045H	TRAFO	nov/98		
	397977	112,5	84838	KA2069A181H	TRAFO	nov/98		
	397977	112,5	84848	KA2069191H	TRAFO	nov/87		
	397977	112,5	85093	KA2070A036	TRAFO	dez/98		
	397974	112,5	86518	137025	MEGA	abr/99		
	397980	10	87453	27557	ROMAGNOLE	dez/99		
	397976	75	89139	139801	MEGA	mar/99		
	397976	75	89221	153652	MEGA	set/00		
	397977	112,5	90690	165703	WEG	set/00		
	397977	112,5	93037	173987	WEG	mar/21		
	397143	45	93460	188686	ITB	fev/01		
	397977	112,5	93970	177447	WEG	mai/01		
	397977	112,5	94257	169890	MEGA	mai/01		
	397144	75	95013	319848	ROMAGNOLE	fev/01		
	397141	15	95194	344239	ROMAGNOLE	fev/01		
	397975	45	95482	188681	WEG	fev/02		
	397976	75	95555	188554	WEG	FEV002		
	397977	112,5	95708	189973	WEG	mai/02		
	397976	75	96209	353882	ROMAGNOLE	jun/02		
	397146	25	96399	373226	ROMAGNOLE	fev/02		
	397971	30	96738	252981	ITB	jun/03		
	397971	30	96938	254820	ITB	jul/03		
	397976	75	97856	404021	ROMAGNOLE	dez/03		
	397977	112,5	97976	266642	ITB	dez/03		
	397977	112,5	98000	266666	ITB	dez/03		
	397974	112,5	98165	26956	ITB	mar/04		
	397977	112,5	98506	276434	ITB	mai/94		
	397977	112,5	98511	276439	ITB	mai/04		
	397977	112,5	98771	283518	ITB	jun/04		
	397970	15	99782	334878	ITB	fev/01		
	397974	112,5	101523	133974	ITB	nov/06		
	397973	75	101792	261529	ABB	fev/07		
	397001	150	102176	262106	ABB	mar/10		
	397974	112,5	103046	265526	ABB	fev/02		
	397973	75	104584	270495	ABB	jan/08		
	397973	75	104796	271286	ABB	fev/08		
	397973	75	104887	271377	ABB	fev/08		
	397972	45	105448	621568	ROMAGNOLE	jan/01		
	397001	150	106387	642016	ROMAGNOLE	dez/14		
	397141	15	107049	657402	ROMAGNOLE	fev/08		
	397974	112,5	107809	681384	ROMAGNOLE	dez/08		
	397973	75	109009	284061	ABB	fev/09		
	397974	112,5	109086	284138	ABB	fev/10		
	397974	112,5	109130	284182	ABB	mai/09		
	397973	75	110286	705887	ROMAGNOLE	nov/09		
	397974	112,5	110883	1486005	ITB	nov/09		
	397976	75	110904	710846	ROMAGNOLE	jul/09		
	397141	15	111456	723770	ROMAGNOLE	out/09		
	397974	112,5	111841	729862	ROMAGNOLE	nov/09		
	397969	100	112190	734466	ROMAGNOLE	jan/10		
	397977	112,5	112504	734836	ROMAGNOLE	jan/10		
	397001	150	112591	734349	ROMAGNOLE	jan/10		
	397974	112,5	113090	737161	ROMAGNOLE	fev/10		
	397974	112,5	113165	740095	ROMAGNOLE	jan/10		
	397974	112,5	113192	740122	ROMAGNOLE	mai/10		
	397974	112,5	113535	742042	ROMAGNOLE	nov/10		
	397974	112,5	113829	742914	ROMAGNOLE	abr/10		
	397001	150	114073	742516	ROMAGNOLE	jan/10		
	397001	150	114276	742669	ROMAGNOLE	mar/10		
	397973	75	114473	743879	ROMAGNOLE	out/11		REP-SET-16
	397976	75	114585	743924	ROMAGNOLE	mar/10		
	397977	112,5	114637	735948	ROMAGNOLE	mar/10		
	397974	112,5	115079	303284	ABB	mar/10		
	397974	112,5	115825	739812	ROMAGNOLE	abr/10		
	397974	112,5	115899	751684	ROMAGNOLE	abr/10		
	397001	150	116396	748743	ROMAGNOLE	abr/10		
	397001	150	116483	73894	ROMAGNOLE	abr/10		
	397972	45	116665	748428	ROMAGNLE	mar/11		REP-OUT-18
	397977	112,5	117347	751137	ROMAGNOLE	mai/03		
	397001	150	117627	750733	ROMAGNOLE	mai/10		
	397977	112,5	118077	755860	ROMAGNOLE	jun/10		
	397969	100	118665	769865	ROMAGNOLE	out/10		
	397974	112,5	118965	317398	ABB	fev/11		
	397001	150	119036	317468	ABB	fev/11		
	397974	112,5	119602	768333	ROMAGNOLE	out/10		
	397974	112,5	119643	767755	ROMAGNOLE	nov/10		
	397001	150	120003	768133	ROMAGNOLE	nov/10		
	397976	75	120284	318131	ABB	mar/11		
	397977	112,5	120329	318176	ABB	jul/11		
	397973	75	120652	771353	ROMAGNOLE	jan/11		
	397973	75	120758	767721	ROMAGNOLE	dez/10		
	397974	112,5	120846	771442	ROMAGNOLE	dez/08		
	397974	112,5	121015	778987	ROMAGNOLE	dez/10		
	397974	112,5	121069	774696	ROMAGNOLE	dez/10		
	397974	112,5	121091	774718	ROMAGNOLE	jan/11		
	397973	75	121689	781302	ROMAGNOLE	jan/22		
	397974	112,5	121730	782213	ROMAGNOLE	jun/05		
	397973	75	122361	781183	ROMAGNOLE	jan/11		
	397974	112,5	122494	282923	ROMAGNOLE	fev/11		
	397001	150	122675	782843	ROMAGNOLE	mar/11		
	397001	150	122735	782883	ROMAGNOLE	mar/11		
	397973	75	123031	784775	ROMAGNOLE	fev/11		
	397976	75	123135	784107	ROMAGNOLE	mar/11		
	397974	112,5	123698	784809	ROMAGNOLE	fev/11		
	397977	112,5	123939	788606	ROMAGNOLE	mai/11		
	397980	10	123979	785850	ROMAGNOLE	abr/11		
	397001	150	124091	790388	RHEDE 	dez/12		
	397977	112,5	124664	792685	ROMAGNOLE	jun/11		
	397977	112,5	124700	792721	ROMAGNOLE	jun/11		
	397001	150	125541	797255	ROMAGNOLE	jul/11		
	397001	150	125584	797298	ROMAGNOLE	jul/11		
	397974	112,5	125727	80247	ROMAGNOLE	jul/11		
	397973	75	125844	799051	ROMAGNLE	jul/11		REP-ABR-19
	397001	150	126210	799113	ROMAGNOLE	jul/11		
	397974	112,5	126841	801516	ROMAGNOLE	nov/08		
	397001	150	127088	802198	ROMAGNOLE	ago/11		
	397001	150	127473	327995	ABB	fev/12		
	397976	75	128198	806510	ROMAGNOLE	set/11		
	397001	150	128280	804466	ITB	out/11		
	397974	112,5	128619	328427	ABB	out/11		
	397977	112,5	129266	794315	ROMAGNOLE	jun/11		
	397973	75	129539	812533	ROMAGNOLE	dez/11		
	397977	112,5	130089	329468	ABB	dez/11		
	397974	112,5	130386	329729	ABB	nov/11		
	397977	112,5	131085	817316	ROMAGNOLE	jan/12		
	397977	112,5	131346	769648	ITB	jan/12		
	397001	150	131599	329621	ABB	nov/21		
	397971	30	131626	335995	ABB	mar/12		
	397976	75	131844	822384	ROMAGNOLE	mar/12		
	397976	75	132070	822769	ROMAGNOLE	abr/12		
	397976	75	132079	822778	ROMAGNOLE	mar/12		
	397001	150	132347	337404	ABB	abr/12		
	397001	150	132355	337412	ABB	abr/12		
	397001	150	133185	1132844	ROMAGNOLE	mar/18		
	397001	150	133498	340391	ABB	jul/12		
	397974	112,5	133711	828040	ROMAGNOLE	jul/12		
	397972	45	133927	833256	ROMAGNOLE	fev/13		
	397974	112,5	134023	833262	ROMAGNOLE	jul/12		
	397974	112,5	134280	343500	ABB	jul/12		
	397976	75	134802	344340	ABB	set/12		
	397974	112,5	135029	840765	ROMAGNOLE	out/12		
	397973	75	135674	847480	ROMAGNOLE	nov/12		
	397001	150	136585	404083	ABB	dez/12		
	397974	112,5	137381	856454	ROMAGNOLE	jan/13		
	397974	112,5	137739	856464	RELUZ	fev/10		
	397974	112,5	139189	860298	ROMAGNOLE	out/12		
	397974	112,5	139691	860567	ROMAGNOLE	abr/13		
	397977	112,5	139748	871668	ROMAGNOLE	mai/13		
	397977	112,5	139749	8711669	ROMAGNOLE	mai/13		REP-NOV-22
	397977	112,5	139758	871678	ROMAGNOLE	mar/13		
	397972	45	140070	874698	ROMAGNOLE	mai/13		
	397001	150	140312	874840	ROMAGNOLE	jan/13		
	397001	150	140656	874762	ROMAGNOLE	jun/12		
	397974	112,5	142275	871598	ITB	fev/14		FURADO
	397001	150	142782	915879	ROMAGNOLE	dez/13		
	397001	150	142845	912505	ROMAGNOLE	dez/13		
	397977	112,5	143433	877583	ITB	fev/14		
	397001	150	143931	920564	RHEDE 	jan/14		
	397974	112,5	143981	963145	ROMAGNOLE	jan/14		
	397001	150	144327	923253	ROMAGNOLE	fev/14		
	397974	112,5	144433	885755	ITB	mar/14		
	397001	150	144679	923387	ROMAGNOLE	fev/14		
	397976	75	144884	893216	ITB	abr/14		
	397977	112,5	144888	893806	ITB	mai/14		
	397001	150	144898	870933	ITB	mai/14		
	397001	150	144961	893841	ITB	mai/14		
	397974	112,5	145056	921760	ROMAGNOLE	mar/14		
	397974	112,5	146612	936573	ROMAGNOLE	jun/14		
	397974	112,5	146613	936574	ROMAGNOLE	jun/14		
	397977	112,5	147314	945699	ROMAGNOLE	ago/14		
	397024	112,5	147423	946790	ROMAGNOLE	set/14		
	397001	150	147553	943554	ROMAGNOLE	out/14		
	397974	112,5	150031	935411	ITB	fev/15		
	397977	112,5	150376	949987	ROMAGNOLE	dez/14		
	397972	45	150776	946529	ITB	mai/15		
	397974	112,5	151070	983718	ROMAGNOLE	mai/15		
	397974	112,5	151097	981699	ROMAGNOLE	mar/15		
	397973	75	151546	1552936	ITB	ago/23		
	397974	112,5	151776	985561	ROMAGNOLE	abr/15		REP-FEV-19
	397977	112,5	151868	987632	ROMAGNOLE	abr/15		
	397001	150	152621	967245	ITB	ago/15		
	397977	112,5	152748	999058	ROMAGNOLE	jun/15		REP-MAR-19
	397970	15	153076	1001835	ROMAGNOLE	fev/15		
	397976	75	153479	1004951	ROMAGNOLE	set/15		
	397969	100	153783	971257	ITB	set/15		
	397973	75	153958	981512	ITB	nov/15		
	397977	112,5	154483	981467	ITB	nov/15		
	397976	75AP	154916	1003493	ROMAGNOLE	jul/15	ALUMINIO	TRIF/AP
	397976	75	154932	1003209	ROMAGNOLE	jul/15		
	397973	75	155225	991127	ITB	fev/16		
	397974	112,5	155259	991030	ITB	fev/16		REP-JAN-19
	397001	150	155602	1005426	ITB	abr/16		REP-JAN-19
	397001	150	155610	1005434	ITB	abr/16		
	397977	112,5	156767	1029824	ROMAGNOLE	jul/16		
	397977	112,5	156808	1034637	ROMAGNOLE	mai/16		
	397974	112,5	156877	1035731	ITB	ago/16		
	397973	75	157061	1034914	ROMAGNOLE 	jul/16	ALUMINIO	REP-JAN-24
	397973	75	157546	1043162	ROMAGNOLE	jul/16		
	397977	112,5	157776	1052770	ROMAGNOLE	ago/16		
	397977	112,5	157780	10527780	ROMAGNOLE	ago/16		
	397977	112,5	157788	1053935	ROMAGNOLE	set/16		REP-MAI-22
	397977	112,5	157805	1053952	ROMAGNOLE	set/16		REP-ABR-22
	397974	112,5	158249	1057618	ROMAGNOLE	jul/16	ALUMINIO	
	397973	75	158383	1059138	ROMAGNOLE 	out/16	ALUMINIO	REP-JAN-24
	397974	112,5	158844	1066248	ROMAGNOLE 	dez/16	ALUMINIO	REP-FEV-24
	397977	112,5	158899	1068283	ROMAGNOLE	dez/16		
	397977	112,5	158904	1068288	ROMAGNOLE	dez/16		
	397146	25	159329	1089538	ROMAGNOLE	fev/17		
	397973	75	159475	1084928	ROMAGNOLE	mar/17		
	397033	225	160680	1096078	ITB	jun/17		
	397974	112,5	160753	1093254	ROMAGNOLE	jun/17	ALUMINIO	REP-FEV-24
	397971	30	161255	1111001	ROMAGNOLE 	set/17	ALUMINIO	REP-MAI-24
	397973	75	161361	1113222	ROMAGNOLE	fev/16		
	397001	150	161434	1113258	ROMAGNOLE	out/17		
	397001	150	161436	1113260	ROMAGNOLE	fev/16		
	397974	112,5	161630	1117463	ROMAGNOLE 	out/17	ALUMINIO	REP-JAN-24
	397976	75	162478	1125056	ROMAGNOLE	fev/18		
	397974	112,5	163015	1132889	ROMAGNOLE	mar/18		REP-OUT-20
	397001	150	163887	1136546	ROMAGNOLE	dez/18		
	397974	112,5	164400	139187	ROMAGNOLE	jul/18		
	397001	150	164730	1146027	ROMAGNOLE	jul/18		
	397976	75	165720	1159310	ROMAGNOLE	DEZ118		
	397972	45	165882	1169534	ROMAGNOLE	fev/19		
	397974	112,5	165925	1169587	RHEDE 	fev/19		REP-JAN-21
	397972	45	166020	1174752	ROMAGNOLE	mar/19		
	397972	45	166027	1174759	ROMAGNOLE	mai/19	ALUMINIO	TRIF
	397973	75	166065	1174820	ROMAGNOLE	mar/19		
	397974	112,5	166086	1174841	ROMAGNOLE	mai/19		
	397976	75	166136	1775002	ROMAGNOLE	mar/19		
	397977	112,5	166275	1175796	ROMAGNOLE	mar/14		
	397974	112,5	166454	1175963	ROMAGNOLE 	abr/19	ALUMINIO	REP-DEZ-23
	397972	45	166790	1180285	ROMAGNOLE	abr/19		
	397973	75	166842	1180469	ROMAGNOLE	MAI119		
	397974	112,5	168087	1201371	ROMAGNOLE	out/19		
	397001	150	168317	1206916	ROMAGNOLE	dez/19		
	397974	112,5	168600	1217431	ROMAGNOLE	jan/20		
	397974	112,5	168621	1217452	MEDRAL	jan/20	ALUMINIO	REP-ABR-22
	397001	150	168685	1217468	ROMAGNOLE 	dez/19	ALUMINIO	REP-JAN-24
	397973	75	169304	1225654	ROMAGNOLE 	mar/20	ALUMINIO	REPARADO
	397001	150	169459	1225809	ROMAGNOLE	abr/20	ALUMINIO	REP-JAN-24
	397976	75AP	169848	1235390	ROMAGNOLE 	jun/20	ALUMINIO	REP-JUN-24
	397001	150	169924	1235543	ROMAGNOLE	jun/20		
	397972	45	170097	1244871	ROMAGNOLE	jul/20		
	397974	112,5	170218	1245046	ROMAGNOLE	jun/20		REP-MAI-22
	397974	112,5	170287	1245285	ROMAGNOLE	jun/20		FURADO
	397974	112,65	170291	1245269	ROMAGNOLE	jul/20		
	397976	75	170298	1245054	ROMAGNOLE	jul/20		
	397977	112,5AP	170318	1254645	ROMAGNOLE	ago/20	ALUMINIO	TRIF/AP
	397977	112,5AP	170324	1254651	ROMAGNOLE	ago/20	ALUMINIO	TRIF/AP
	397001	150	170410	1244997	ROMAGNOLE	jul/20		
	397033	225	170611	1258987	ROMAGNOLE	set/20		
	397033	225	170670	1254994	ROMAGNOLE 	jul/20	ALUMINIO	REP-JUN-24
	397971	30	170981	1257798	ROMAGNOLE	set/20		
	397001	150	171053	1262563	ROMAGNOLE	set/20		
	397974	112,5	171391	1265906	ROMAGNOLE	out/20		REP-JAN-21
	397022	45	171561	1269812	ROMAGNOLE	dez/20		
	397974	112,5	171722	1331648	ROMAGNOLE	dez/20		REP-OUT-22
	397976	75	171781	1333950	ITB	dez/20		
	397974	112,5	172494	1276225	ROMAGNOLE	dez/20	ALUMINIO	RET-SEM-REP
	397141	15	172537	1276343	ROMAGNOLE	fev/20		
	397974	112,5	173742	414907	ITAIPU	jan/21		
	397973	75	174714	1381920	ITB	set/21	ALUMINIO	
	397973	75	174911	1387387	ITB	set/21		
	397974	112,5	175086	1318348	ROMAGNOLE	ago/21		
	397972	45	175185	1326219	ROMAGNOLE	ago/21		
	397972	45	175487	1387520	ITB	set/21		
	397977	112,5	175752	1389008	 ITB	out/21		
	397973	75	176270	1418961	ITB	fev/22		
	397972	45	176419	1345241	ROMAGNOLE	jan/22		
	397972	45	176943	1349518	ROMAGNOLE	mar/22		BLINDADO
	397972	45	177070	1353030	ROMAGNOLE	mar/22		
	397972	45	177072	1353032	ROMAGNOLE	mar/22		
	397972	45	177131	1353091	ROMAGNOLE	mar/22		
	397976	75AP	177361	1353011	ROMAGNOLE	fev/22	ALUMINIO	
	397971	30	177561	1363406	ROMAGNOLE	mai/22		
	397973	75	178588	1384983	ROMAGNOLE	ago/22		
	397971	30	178797	1466807	ITB	set/22	ALUMINIO	REP-JUL-24
	397145	112,5	179656	1401575	ROMAGNOLE	out/22		
	397972	45	179765	1401386	ROMAGNOLE	set/22		
	397972	45	179773	1401394	ROMAGNOLE	set/22		
	397972	45	179805	1401426	ROMAGNOLE	set/22		
	397972	45	179857	1401478	ROMAGNOLE	set/22		
	397972	45	179896	1401517	ROMAGNOLE	set/22		
	397972	45	180141	1401919	ROMAGNOLE	nov/22		
	397974	112,5	180685	1486101	ITB	nov/22		
	397973	75	181318	1471779	ROMAGNOLE	ago/23		
	397001	150	181400	1471861	ROMAGNOLE	ago/23		
	397001	150	181406	1471867	ROMAGNOLE	ago/23		
	397001	150	181710	1475252	ROMAGNOLE	set/23		
	397974	112,5	181797	1088709053	WEG	jan/23		
	397145	112,5	182118	1481170	ROMAGNOLE	dez/23		
	397973	75	182294	1481757	ROMAGNOLE	nov/23		
	397001	150	182494	1580134	ITB	jan/24		
	397973	75	182547	1573777	ITB	dez/23		
	397973	75	182592	1506096	ROMAGNOLE	jan/24		
	397001	150	182687	1506191	ROMAGNOLE	jan/24		
	397976	75	182872	1588084	ITB	fev/24		
	397001	150	183958	1600239	ITB	abr/24		
	397973	75	183983	1599947	ITB	abr/24		
	397001	150	184421	1545979	ROMAGNOLE	dez/24		
	397974	112,5	185115	1671233	ITB	jan/25		
	397001	150	185494	1654802	ITB	out/24		
	397033	225	185604	1576146	ROMAGNOLE	jan/23		
	397001	150	182778	1587805	ITB	fev/24		FURADO
	397977	112,5	86037	KA2072A280H	TRAFO	fev/94		
	397972	45	179745	1401366	ROMAGNOLE	set/22		
	397134	300	184642	1095765078	WEG	jun/24		
	397976	75	83934	KA2065A327A	TRAFO	mar/22		
	397976	75	47895	21977	TRAFO	mai/97		
	397969	100	98449	413304	ROMAGNOLE	mai/04		
	397977	112,5	135204	400457	ABB	ago/16		
	397974	112,5	129057	808702	ROMAGNOLE	out/11		
	397974	112,5	111965	734112	ROMAGNOLE	dez/09		
	397001	150	121411	774976	ROMAGNOLE	dez/10		
	397974	112,5	154364	931643	ITB	nov/15		
	397972	45	166007	1174739	ROMAGNOLE	mar/25		
	397972	45	37798	A3148125	WESTINGHOUSE	jan/82		
	397977	112,5	85277	KA2070A220H	TRAFO	dez/98		
	397976	75	80612	132721	MEGA	out/98		
	397977	112,5	72955	124875	WEG	jan/12		
	397147	50	99950	464479	ROMAGNOLE	ago/05		
	397973	75	46134	10024	ITB	nov/91		
	397001	150	140956	879955	ROMAGNOLE	jun/13		
	397977	112,5	92600	156194	MEGA	nov/00		
	397972	45	15681	29043	COEMSA	jan/98		
	397973	75	12005	141164	LINE	fev/88		
	397001	150	180491	1485975	ITB	nov/22		
	397973	75	153924	972039	ITB	out/15		
	397977	112,5	82189	134298	WEG	jun/98		
	397973	75	49953	76029	TPL	jul/88		
	397976	75	75443	119962	MEGA	fev/98		
	397971	30	38405	15185	ROMAGNOLE	fev/82		SUCATA
	397974	112,5	158861	1068265	ROMAGNOLE	dez/16		
	397977	112,5	0	130089	WEG	fev/99		
	397973	75	11283	69615	GENERAL	fev/88		
	397974	112,5	107814	681389	ROMAGNOLE	dez/08		
	397972	45	52077	162410	NATIVA	mar/98		
	397976	75	75508	120027	MEGA	mar/98		
	397974	112,5	35415	800146043	TRAFO	jan/80		
	397976	75	71996	114079	MEGA	dez/97		
	397974	112,5	113607	742114	RMG	fev/10		
	397976	75	86281	136788	MEGA	dez/98		
	397976	75	182391	1480930	ROMAGNOLE	nov/23		
	397972	45	42395	73949	CEMEC	fev/84		
	397974	112,5	158529	1065751	ROMAGNOLE	out/16		
	397977	112,5	72935	124855	WEG	dez/97		
	397976	75	158893	1068317	ROMAGNOLE	dez/16		
	397001	150	180827	1486193	ITB	dez/22		
	397978	5	173718	1365512	ITB	jun/21		
	397001	150	126377	799961	ROMAGNOLE	jul/11		
	397976	75	132052	822751	ROMAGNOLE	mar/12		
